,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,Manual_snippet,try_Snippet,powo_Snippet,Sources
368,8476-1,Cullumia,nan,nan,Genus,,Spinescence / thorniness:yes,,":TRY (Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331340 DOI:10.1016/j.ppees.2014.08.002):"
369,161310-1,Gymnosporia buxifolia,Gymnosporia buxifolia,161310-1,Species,,Spinescence / thorniness:yes,,":TRY (Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331340 DOI:10.1016/j.ppees.2014.08.002):"
370,161310-1,Gymnosporia buxifolia,Gymnosporia buxifolia,161310-1,Species,,Thorn / spine length:2.16mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
371,161310-1,Gymnosporia buxifolia,Gymnosporia buxifolia,161310-1,Species,,Thorn / spine length:1.76mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
372,161310-1,Gymnosporia buxifolia,Gymnosporia buxifolia,161310-1,Species,,Thorn / spine length:1.5mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
373,161310-1,Gymnosporia buxifolia,Gymnosporia buxifolia,161310-1,Species,,Thorn / spine length:1.67mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
374,77130763-1,Senegalia burkei,Senegalia burkei,77130763-1,Species,,Thorn / spine length:2.5mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
375,77130763-1,Senegalia burkei,Senegalia burkei,77130763-1,Species,,Thorn / spine length:0.24mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
376,77130763-1,Senegalia burkei,Senegalia burkei,77130763-1,Species,,Thorn / spine length:0.35mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
377,77130763-1,Senegalia burkei,Senegalia burkei,77130763-1,Species,,Thorn / spine length:0.44mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
378,77130763-1,Senegalia burkei,Senegalia burkei,77130763-1,Species,,Thorn / spine length:0.32mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
379,77089267-1,Senegalia caffra,Senegalia caffra,77089267-1,Species,,Thorn / spine length:0.26mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
380,77089267-1,Senegalia caffra,Senegalia caffra,77089267-1,Species,,Thorn / spine length:0.22mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
381,77089267-1,Senegalia caffra,Senegalia caffra,77089267-1,Species,,Thorn / spine length:0.41mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
382,77089267-1,Senegalia caffra,Senegalia caffra,77089267-1,Species,,Thorn / spine length:0.19mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
383,77089267-1,Senegalia caffra,Senegalia caffra,77089267-1,Species,,Thorn / spine length:0.38mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
384,77089274-1,Vachellia gerrardii,Vachellia gerrardii,77089274-1,Species,,Thorn / spine length:3.18mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
385,77089274-1,Vachellia gerrardii,Vachellia gerrardii,77089274-1,Species,,Thorn / spine length:0.92mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
386,77089274-1,Vachellia gerrardii,Vachellia gerrardii,77089274-1,Species,,Thorn / spine length:1.34mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
387,77089274-1,Vachellia gerrardii,Vachellia gerrardii,77089274-1,Species,,Thorn / spine length:2mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
388,77089274-1,Vachellia gerrardii,Vachellia gerrardii,77089274-1,Species,,Thorn / spine length:1.64mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
389,60453644-2,Vachellia grandicornuta,Vachellia grandicornuta,60453644-2,Species,,Thorn / spine length:6.02mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
390,60453644-2,Vachellia grandicornuta,Vachellia grandicornuta,60453644-2,Species,,Thorn / spine length:3.62mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
391,77087189-1,Vachellia karroo,Vachellia karroo,77087189-1,Species,,Thorn / spine length:2.46mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
392,77087189-1,Vachellia karroo,Vachellia karroo,77087189-1,Species,,Thorn / spine length:1.26mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
393,77087189-1,Vachellia karroo,Vachellia karroo,77087189-1,Species,,Thorn / spine length:1.16mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
394,77087189-1,Vachellia karroo,Vachellia karroo,77087189-1,Species,,Thorn / spine length:1.14mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
395,77087189-1,Vachellia karroo,Vachellia karroo,77087189-1,Species,,Thorn / spine length:1.74mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
396,77087189-1,Vachellia karroo,Vachellia karroo,77087189-1,Species,,Thorn / spine length:2.04mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
397,77087189-1,Vachellia karroo,Vachellia karroo,77087189-1,Species,,Thorn / spine length:1.3mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
398,77087189-1,Vachellia karroo,Vachellia karroo,77087189-1,Species,,Thorn / spine length:1.54mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
399,77087189-1,Vachellia karroo,Vachellia karroo,77087189-1,Species,,Thorn / spine length:1.4mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
400,77089270-1,Senegalia nigrescens,Senegalia nigrescens,77089270-1,Species,,Thorn / spine length:0.34mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
401,77089270-1,Senegalia nigrescens,Senegalia nigrescens,77089270-1,Species,,Thorn / spine length:0.27mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
402,77089270-1,Senegalia nigrescens,Senegalia nigrescens,77089270-1,Species,,Thorn / spine length:0.4mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
403,77089275-1,Vachellia nilotica,Vachellia nilotica,77089275-1,Species,,Thorn / spine length:2mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
404,77089275-1,Vachellia nilotica,Vachellia nilotica,77089275-1,Species,,Thorn / spine length:3.06mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
405,77089275-1,Vachellia nilotica,Vachellia nilotica,77089275-1,Species,,Thorn / spine length:1.88mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
406,77089275-1,Vachellia nilotica,Vachellia nilotica,77089275-1,Species,,Thorn / spine length:0.9mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
407,77089275-1,Vachellia nilotica,Vachellia nilotica,77089275-1,Species,,Thorn / spine length:1.82mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
408,77089275-1,Vachellia nilotica,Vachellia nilotica,77089275-1,Species,,Thorn / spine length:1.44mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
409,77089275-1,Vachellia nilotica,Vachellia nilotica,77089275-1,Species,,Thorn / spine length:3.52mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
410,77089275-1,Vachellia nilotica,Vachellia nilotica,77089275-1,Species,,Thorn / spine length:2.4mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
411,77089275-1,Vachellia nilotica,Vachellia nilotica,77089275-1,Species,,Thorn / spine length:3.76mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
412,77089275-1,Vachellia nilotica,Vachellia nilotica,77089275-1,Species,,Thorn / spine length:1.9mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
413,77089275-1,Vachellia nilotica,Vachellia nilotica,77089275-1,Species,,Thorn / spine length:2.14mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
414,77089275-1,Vachellia nilotica,Vachellia nilotica,77089275-1,Species,,Thorn / spine length:2.26mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
415,77089275-1,Vachellia nilotica,Vachellia nilotica,77089275-1,Species,,Thorn / spine length:0.66mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
416,77089275-1,Vachellia nilotica,Vachellia nilotica,77089275-1,Species,,Spinescence / thorniness:5,,":TRY (Joseph, G.S., Seymour, C.L., Cumming, G.S., Cumming, D.H.M., & Mahlangu, Z. 2014. Termite mounds increase functional diversity of woody plants in African savannas. Ecosystems 17: 808819.):"
417,518304-1,Senegalia senegal,Senegalia senegal,518304-1,Species,,Thorn / spine length:0.24mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
418,518304-1,Senegalia senegal,Senegalia senegal,518304-1,Species,,Thorn / spine length:0.26mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
419,77087190-1,Vachellia tortilis,Vachellia tortilis,77087190-1,Species,,Thorn / spine length:3.88mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
420,77087190-1,Vachellia tortilis,Vachellia tortilis,77087190-1,Species,,Thorn / spine length:0.72mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
421,77087190-1,Vachellia tortilis,Vachellia tortilis,77087190-1,Species,,Thorn / spine length:2.9mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
422,77087190-1,Vachellia tortilis,Vachellia tortilis,77087190-1,Species,,Thorn / spine length:0.74mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
423,77087190-1,Vachellia tortilis,Vachellia tortilis,77087190-1,Species,,Thorn / spine length:1.04mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
424,851209-1,Chaetachme aristata,Chaetachme aristata,851209-1,Species,,Thorn / spine length:2.38mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
425,72604-1,Cleistochlamys kirkii,Cleistochlamys kirkii,72604-1,Species,,Thorn / spine length:0.14mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
426,72604-1,Cleistochlamys kirkii,Cleistochlamys kirkii,72604-1,Species,,Thorn / spine length:0.18mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
427,490086-1,Dalbergia armata,Dalbergia armata,490086-1,Species,,Thorn / spine length:0.9mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
428,490086-1,Dalbergia armata,Dalbergia armata,490086-1,Species,,Thorn / spine length:2.98mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
429,111560-1,Dovyalis caffra,Dovyalis caffra,111560-1,Species,,Thorn / spine length:2.96mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
430,750968-1,Gardenia cornuta,Gardenia cornuta,750968-1,Species,,Thorn / spine length:0.6mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
431,427964-1,Garcinia gerrardii,Garcinia gerrardii,427964-1,Species,,Thorn / spine length:0.48mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
432,161402-1,Gymnosporia nemorosa,Gymnosporia nemorosa,161402-1,Species,,Thorn / spine length:2.42mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
433,161402-1,Gymnosporia nemorosa,Gymnosporia nemorosa,161402-1,Species,,Thorn / spine length:2.24mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
434,161402-1,Gymnosporia nemorosa,Gymnosporia nemorosa,161402-1,Species,,Thorn / spine length:1.66mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
435,161441-1,Gymnosporia senegalensis,Gymnosporia senegalensis,161441-1,Species,,Thorn / spine length:2.26mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
436,162115-1,Maytenus undata,Maytenus undata,162115-1,Species,,Thorn / spine length:1.64mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
437,162115-1,Maytenus undata,Maytenus undata,162115-1,Species,,Thorn / spine length:1.05mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
438,915081-1,Hyperacanthus amoenus,Hyperacanthus amoenus,915081-1,Species,,Thorn / spine length:0.96mm, <b>Appearance</b>: Shrub or small tree up to 8.5 m tall; <em>spines</em> usually,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):POWO pages(/taxon/urn:lsid:ipni.org:names:915081-1)"
439,760797-1,Plectroniella armata,Plectroniella armata,760797-1,Species,,Thorn / spine length:0.84mm," <b>Appearance</b>:  or sometimes pubescent, often with a few lenticels, armed with <em>spines</em> 1",":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):POWO pages(/taxon/urn:lsid:ipni.org:names:760797-1)"
440,760797-1,Plectroniella armata,Plectroniella armata,760797-1,Species,,Thorn / spine length:1.94mm," <b>Appearance</b>:  or sometimes pubescent, often with a few lenticels, armed with <em>spines</em> 1",":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):POWO pages(/taxon/urn:lsid:ipni.org:names:760797-1)"
441,760797-1,Plectroniella armata,Plectroniella armata,760797-1,Species,,Thorn / spine length:1.5mm," <b>Appearance</b>:  or sometimes pubescent, often with a few lenticels, armed with <em>spines</em> 1",":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):POWO pages(/taxon/urn:lsid:ipni.org:names:760797-1)"
442,760797-1,Plectroniella armata,Plectroniella armata,760797-1,Species,,Thorn / spine length:1.14mm," <b>Appearance</b>:  or sometimes pubescent, often with a few lenticels, armed with <em>spines</em> 1",":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):POWO pages(/taxon/urn:lsid:ipni.org:names:760797-1)"
443,760797-1,Plectroniella armata,Plectroniella armata,760797-1,Species,,Thorn / spine length:1mm," <b>Appearance</b>:  or sometimes pubescent, often with a few lenticels, armed with <em>spines</em> 1",":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):POWO pages(/taxon/urn:lsid:ipni.org:names:760797-1)"
444,112078-1,Scolopia mundii,Scolopia mundii,112078-1,Species,,Thorn / spine length:1.98mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
445,112078-1,Scolopia mundii,Scolopia mundii,112078-1,Species,,Thorn / spine length:2.03mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
446,718872-1,Scutia myrtina,Scutia myrtina,718872-1,Species,,Thorn / spine length:0.48mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
447,547485-1,Strychnos spinosa,Strychnos spinosa,547485-1,Species,,Thorn / spine length:0.64mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
448,608572-1,Ximenia caffra,Ximenia caffra,608572-1,Species,,Thorn / spine length:0.7mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
449,775632-1,Zanthoxylum capense,Zanthoxylum capense,775632-1,Species,,Thorn / spine length:0.58mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
450,775632-1,Zanthoxylum capense,Zanthoxylum capense,775632-1,Species,,Thorn / spine length:0.38mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
451,719359-1,Ziziphus mucronata,Ziziphus mucronata,719359-1,Species,,Thorn / spine length:0.7mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
452,719359-1,Ziziphus mucronata,Ziziphus mucronata,719359-1,Species,,Thorn / spine length:3.32mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
453,719359-1,Ziziphus mucronata,Ziziphus mucronata,719359-1,Species,,Thorn / spine length:0.76mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
454,719359-1,Ziziphus mucronata,Ziziphus mucronata,719359-1,Species,,Thorn / spine length:0.82mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
455,719359-1,Ziziphus mucronata,Ziziphus mucronata,719359-1,Species,,Thorn / spine length:0.64mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
456,719359-1,Ziziphus mucronata,Ziziphus mucronata,719359-1,Species,,Thorn / spine length:1.22mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
459,719359-1,Ziziphus mucronata,Ziziphus mucronata,719359-1,Species,,Thorn / spine length:0.92mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
460,719359-1,Ziziphus mucronata,Ziziphus mucronata,719359-1,Species,,Thorn / spine length:1.24mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
461,719359-1,Ziziphus mucronata,Ziziphus mucronata,719359-1,Species,,Thorn / spine length:0.9mm,,":TRY (van der Plas, F. & Olff, H. (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175: 639. doi:10.1007/s00442-014-2920-z):"
